data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_xc_all3,r50_xc_all5,r50_x4_distance,r50_x4_count1,r50_x4_count7
covid_hosp/train/0/6a3cc523-6894-44ea-a803-1288c91a6e22.png_001,0,1.9736425474440047,1,2,0.6297554526400407,1,3,1.9901275313843967,0,0,0,0,0,0,0.16691623407083112,0,0
covid_hosp/train/0/6a45ca02-9492-44bb-9505-57e8db7a651e.png_000,1,8.159612581948306e-05,1,7,0.4469332898654039,0,2,0.0008264850432052606,0,3,3,2,2,3,0.10976621276274301,1,6
covid_hosp/train/0/6a45ca02-9492-44bb-9505-57e8db7a651e.png_001,0,1.9990896983943343,0,0,0.473222532341232,1,5,1.9884008564473534,1,4,2,1,1,2,0.18600344965473392,0,1
covid_hosp/train/0/6a564802-a75c-4a40-957b-110303263bf7.png_000,1,0.0024867301111199946,1,6,0.38619362217596653,1,7,0.00010340041133327649,1,7,3,2,1,3,0.09285483880471423,1,6
covid_hosp/train/0/6a564802-a75c-4a40-957b-110303263bf7.png_001,0,1.999174293380053,0,1,0.8588424934072405,0,0,1.9952586943981052,0,0,2,1,2,2,0.15929150907834,0,1
covid_hosp/train/0/6a5d183e-915d-4493-980a-84e0a3810bc4.png_000,1,0.0007169452902302531,1,6,0.1503051567741862,1,7,0.0001722342637382468,1,6,5,3,3,5,0.05911138305760233,1,7
covid_hosp/train/0/6a5d183e-915d-4493-980a-84e0a3810bc4.png_001,0,1.9999682237368503,0,1,0.9734535855470158,0,0,1.991515415833912,0,1,0,0,0,0,0.21773625606887748,0,0
covid_hosp/train/0/6a5eeedb-f8f8-4c18-88ce-e392a91270f7.png_000,1,0.015114203294453787,0,5,0.5408019722245427,1,4,4.942917848915762e-06,1,6,2,0,0,2,0.15317642725150693,0,2
covid_hosp/train/0/6a5eeedb-f8f8-4c18-88ce-e392a91270f7.png_001,0,1.9896232078432345,1,2,0.5551976558775857,0,3,1.9934014279341454,0,1,3,3,3,3,0.10716220291182188,1,5
covid_hosp/train/0/6a61fbb1-d1cd-4e02-a616-5340291556b4.png_000,1,0.0010561876720709407,1,7,0.19289113059570462,1,7,1.298091090728981e-06,1,7,5,3,3,5,0.0479881251938068,1,7
covid_hosp/train/0/6a61fbb1-d1cd-4e02-a616-5340291556b4.png_001,0,1.9998709184837704,0,0,1.01930083187744,0,0,1.9939355912127237,0,0,0,0,0,0,0.2154328120838228,0,0
covid_hosp/train/0/6a6a1253-1b0b-49d2-ac38-f5823de76c9a.png_000,1,0.0032615026416228377,1,7,0.5620365103796798,1,4,0.003679714866667627,0,1,0,0,0,0,0.12097937139077697,1,3
covid_hosp/train/0/6a6a1253-1b0b-49d2-ac38-f5823de76c9a.png_001,0,1.998705379003645,0,0,0.6545066597804555,0,3,1.9805383314248388,1,6,5,3,3,5,0.15317710895709746,0,4
covid_hosp/train/0/6a6cb2f1-eb9f-494e-b927-f4307af57060.png_000,1,3.388845366480986e-05,1,7,0.2747830202147329,1,7,0.000240030561727389,1,6,5,3,3,5,0.07151196266080606,1,7
covid_hosp/train/0/6a6cb2f1-eb9f-494e-b927-f4307af57060.png_001,0,1.999273150985963,0,0,0.8792309584703161,0,0,1.9959628671596312,0,1,0,0,0,0,0.23591610820843245,0,0
covid_hosp/train/0/6a6d8bb5-cfbc-4e3f-a812-9765fe83d72f.png_000,1,0.0013023985554628803,1,7,0.14684200461317287,1,7,8.8341332055486e-05,1,6,5,3,3,5,0.04603264993824463,1,7
covid_hosp/train/0/6a6d8bb5-cfbc-4e3f-a812-9765fe83d72f.png_001,0,1.9997764369931543,0,0,0.9575572331667869,0,0,1.995152244242687,0,1,0,0,0,0,0.20812098919658173,0,0
covid_hosp/train/0/6a6ed2c5-d179-4c19-aac7-0d70eb87e024.png_000,1,0.008583309427549701,1,5,0.31224861032893136,1,7,0.0006925841530599497,1,7,5,3,3,5,0.07813143919165855,1,7
covid_hosp/train/0/6a6ed2c5-d179-4c19-aac7-0d70eb87e024.png_001,0,1.9948817961279244,0,2,0.8165447233495383,0,0,1.9972203561016457,0,0,0,0,0,0,0.16931835103166248,0,0
covid_hosp/train/0/6a7238bd-db2b-4a24-92a3-e6fc3ab076d7.png_000,1,1.2721454845099345e-06,1,7,0.15762368234189772,1,7,0.000566694613070795,0,3,5,3,3,5,0.09580681923048961,1,7
covid_hosp/train/0/6a7238bd-db2b-4a24-92a3-e6fc3ab076d7.png_001,0,1.999504165145554,0,0,0.7255615106744493,0,0,1.9894385595020778,1,4,0,0,0,0,0.27672816507683673,0,0
covid_hosp/train/0/6a7a97ff-abfe-45ce-b809-09baefa9ea97.png_000,1,5.452312640263912e-06,1,7,0.33582208882332476,1,7,0.00039467401684356584,0,5,5,3,3,5,0.10718417254853652,1,7
covid_hosp/train/0/6a7a97ff-abfe-45ce-b809-09baefa9ea97.png_001,0,1.999646379448548,0,0,0.8306545551253257,0,0,1.9902307580163854,1,2,0,0,0,0,0.18611131124628533,0,0
covid_hosp/train/0/6a7acdbb-4911-46be-a0ef-b550a26961db.png_000,1,4.67818393526942e-05,1,7,0.15885088939213532,1,7,7.18254361642412e-05,1,7,5,3,3,5,0.07133412287483143,1,7
covid_hosp/train/0/6a7acdbb-4911-46be-a0ef-b550a26961db.png_001,0,1.999217214636289,0,0,0.9256550434018713,0,0,1.995022876992469,0,0,0,0,0,0,0.20308022730284425,0,0
covid_hosp/train/0/6a7b02fb-8a10-4cbc-9cea-4249ad46f768.png_000,1,0.0002567394627893682,1,5,0.19578527521068967,1,7,0.0009750824914245282,1,5,5,3,3,5,0.09506389071960675,1,6
covid_hosp/train/0/6a7b02fb-8a10-4cbc-9cea-4249ad46f768.png_001,0,1.9986191691488429,0,2,0.9366531443030681,0,0,1.99771371643032,0,2,0,0,0,0,0.1940564270543912,0,1
covid_hosp/train/0/6a7dffc3-feed-4369-ac37-e52856040f31.png_000,1,0.00015101959647856322,1,7,0.4263976706372571,1,6,1.6647205778430596e-05,0,6,5,3,3,5,0.08599693418962662,1,7
covid_hosp/train/0/6a7dffc3-feed-4369-ac37-e52856040f31.png_001,0,1.9988826744522221,0,0,0.6978846774813305,0,1,1.994384319626579,1,1,0,0,0,0,0.2551429267335692,0,0
covid_hosp/train/0/6a80b4e3-1cc8-434d-9d5c-52b8a455b941.png_000,1,0.002280377040061232,1,5,0.30760952669251185,1,7,0.0003298748627239556,1,7,5,3,3,5,0.05936867359742393,1,7
covid_hosp/train/0/6a80b4e3-1cc8-434d-9d5c-52b8a455b941.png_001,0,1.9952561667164748,0,2,0.8120969667575535,0,0,1.990563923237337,0,0,0,0,0,0,0.2602668070688743,0,0
covid_hosp/train/0/6a8394ce-788f-45eb-9b3e-d49935f2d673.png_000,1,0.00010362508202887977,1,7,0.187066386744431,1,7,9.836757057135603e-05,1,5,5,3,3,5,0.05417591291313728,1,7
covid_hosp/train/0/6a8394ce-788f-45eb-9b3e-d49935f2d673.png_001,0,1.9998798666264062,0,0,0.9279473006171487,0,0,1.9952241667481383,0,2,0,0,0,0,0.2596444142888029,0,0
covid_hosp/train/0/6a87f637-edc6-4ba4-99a3-65ad4de67f71.png_000,1,0.0034620367663481533,1,7,0.1752342501119476,1,7,0.0003526470298101936,1,6,5,3,3,5,0.04600087777467421,1,7
covid_hosp/train/0/6a87f637-edc6-4ba4-99a3-65ad4de67f71.png_001,0,1.993607392293437,0,0,0.6979644406386973,0,0,1.996369290993579,0,1,0,0,0,0,0.21752902010746022,0,0
covid_hosp/train/0/6a8a2a9b-b22e-471a-8b90-3c5f6496cee6.png_000,1,0.0007329471004707822,1,7,0.3050555330171397,1,7,7.418678249049293e-06,1,6,5,3,3,5,0.06623537368814392,1,7
covid_hosp/train/0/6a8a2a9b-b22e-471a-8b90-3c5f6496cee6.png_001,0,1.9999647845947977,0,0,0.8479152012078712,0,0,1.9933200072944026,0,1,0,0,0,0,0.19762407607574162,0,0
covid_hosp/train/0/6a8b9eb8-d466-4470-9331-a28f17222877.png_000,1,6.831696753850647e-05,1,6,0.35884962278174837,1,7,0.00047101041806540955,1,7,4,3,3,4,0.1382013185024643,1,6
covid_hosp/train/0/6a8b9eb8-d466-4470-9331-a28f17222877.png_001,0,1.9998342410052021,0,1,0.9139562320015902,0,0,1.9898652551865172,0,0,1,0,0,1,0.2213695575446235,0,1
covid_hosp/train/0/6a907003-0d6f-441d-b7f0-144eef2b4691.png_000,1,3.120286019564489e-05,1,7,0.11853817977037528,1,7,3.957827067269104e-05,1,6,4,3,3,5,0.043877749996255044,1,7
covid_hosp/train/0/6a907003-0d6f-441d-b7f0-144eef2b4691.png_001,0,1.9997580701243662,0,0,0.8030718797133809,0,0,1.9947103738159568,0,1,1,0,0,0,0.21340382243270772,0,0
covid_hosp/train/0/6a92e6d2-4f77-4da3-8e3e-dda339b9838a.png_000,1,0.00020668426353198655,1,7,0.16102497087118373,1,6,5.212156359646336e-05,0,5,5,3,3,5,0.040443543304262475,1,7
covid_hosp/train/0/6a92e6d2-4f77-4da3-8e3e-dda339b9838a.png_001,0,1.9987387979096818,0,0,0.8112279424735894,0,1,1.994844383981724,1,2,0,0,0,0,0.1966362369755309,0,0
covid_hosp/train/0/6a995872-bb24-4b80-b256-770f6de7a05b.png_000,1,3.151874455165071e-05,1,7,0.17570691721616505,1,7,3.692272214761427e-05,1,7,5,3,3,5,0.05445307332311344,1,7
covid_hosp/train/0/6a995872-bb24-4b80-b256-770f6de7a05b.png_001,0,1.9992842796722767,0,0,0.7778291267308237,0,0,1.9946791359914342,0,0,0,0,0,0,0.2634959664242117,0,0
covid_hosp/train/0/6a9eeb3f-54e8-4acc-b30a-026684451e62.png_000,1,7.449494676636803e-05,1,7,0.1374352428182236,1,7,4.056332540325336e-05,1,7,5,3,3,5,0.040096531550907755,1,7
covid_hosp/train/0/6a9eeb3f-54e8-4acc-b30a-026684451e62.png_001,0,1.9991137902371736,0,0,0.9358008990492198,0,0,1.994721670861574,0,0,0,0,0,0,0.1720633271900227,0,0
covid_hosp/train/0/6aa019d7-8e9c-4dba-8621-fdad4efa4f2e.png_000,1,3.3703911016536026e-06,1,7,0.35288053255608987,1,6,0.0016271887695683551,0,3,3,1,3,3,0.12862029299191102,1,7
covid_hosp/train/0/6aa019d7-8e9c-4dba-8621-fdad4efa4f2e.png_001,0,1.9994721389189025,0,0,0.7874021335306871,0,1,1.998501974994247,1,4,2,2,0,2,0.17780896513259714,0,0
covid_hosp/train/0/6ab06145-ec4e-4bde-807a-82d5cf56289b.png_000,1,0.0022015249664318892,0,6,0.1703275918131314,1,7,0.00016068489732756763,1,6,5,3,3,5,0.05406337269027062,1,7
covid_hosp/train/0/6ab06145-ec4e-4bde-807a-82d5cf56289b.png_001,0,1.995370134002945,1,1,0.8593253535195898,0,0,1.9915975132324064,0,1,0,0,0,0,0.2067904969659934,0,0
covid_hosp/train/0/6ab2592e-7156-4310-8d18-e871f03f5ec3.png_000,1,0.00012077238043406435,1,6,0.2016461588769516,1,7,0.00017164736969854655,1,6,4,3,3,5,0.06663911350641483,1,7
covid_hosp/train/0/6ab2592e-7156-4310-8d18-e871f03f5ec3.png_001,0,1.9989678320549258,0,1,0.8706395414621597,0,0,1.9915195294970685,0,1,1,0,0,0,0.2498424046148373,0,0
covid_hosp/train/0/6ab9618a-7d03-432f-8874-8596de1bfe26.png_000,1,0.0004196448138077402,1,7,0.24729657400500682,1,7,0.00036341572700371305,1,6,5,3,3,5,0.05160526223149253,1,7
covid_hosp/train/0/6ab9618a-7d03-432f-8874-8596de1bfe26.png_001,0,1.9982677493474572,0,0,0.9338125875814263,0,0,1.9964034756251636,0,1,0,0,0,0,0.21787323840137562,0,0
covid_hosp/train/0/6ab9ec0e-4f92-40c5-80d8-10d1255ee538.png_000,1,0.0004619339792296673,1,6,0.10213862013421404,1,7,1.5959978501012273e-06,1,7,5,3,3,5,0.03224663039241671,1,7
covid_hosp/train/0/6ab9ec0e-4f92-40c5-80d8-10d1255ee538.png_001,0,1.9981829052220537,0,1,0.8429076178535888,0,0,1.9939548579239148,0,0,0,0,0,0,0.22490724024078013,0,0
covid_hosp/train/0/6aba46dc-7658-4f06-9711-b8e17f582c1c.png_000,1,0.005253275389337064,1,6,0.3347596444587706,1,7,7.536674056407566e-05,1,6,5,3,3,5,0.04672981584174918,1,7
covid_hosp/train/0/6aba46dc-7658-4f06-9711-b8e17f582c1c.png_001,0,1.9912421862965108,0,1,0.5843009198642061,0,0,1.9923125242062252,0,1,0,0,0,0,0.23613153483014093,0,0
covid_hosp/train/0/6ac9716b-2538-4351-b465-7a64d3211518.png_000,1,0.00021711256137302293,1,6,0.2303741500355515,1,7,0.00016416322474521738,1,7,5,3,3,5,0.058684280753928286,1,7
covid_hosp/train/0/6ac9716b-2538-4351-b465-7a64d3211518.png_001,0,1.9987132330326973,0,1,0.8511149240805805,0,0,1.991572528196873,0,0,0,0,0,0,0.20885791487828398,0,0
covid_hosp/train/0/6accf9c4-1818-4ade-9cba-5c7d58be3978.png_000,1,1.1397932708767655e-08,1,7,0.22410985102473235,1,7,7.615902523516738e-06,1,6,5,3,3,5,0.09325425022703915,1,7
covid_hosp/train/0/6accf9c4-1818-4ade-9cba-5c7d58be3978.png_001,0,1.9995576196940856,0,0,1.0647848184317308,0,0,1.9933141365058114,0,1,0,0,0,0,0.22243170003978552,0,0
covid_hosp/train/0/6ad0b1b1-255b-4c39-8950-f3ce7f9440d5.png_000,1,2.1149000041020827e-05,1,7,0.22713488062107623,1,7,0.0009171375504473112,1,7,5,3,3,5,0.05197463612626785,1,7
covid_hosp/train/0/6ad0b1b1-255b-4c39-8950-f3ce7f9440d5.png_001,0,1.9997263891714434,0,0,0.7883421485300641,0,0,1.997622774148815,0,0,0,0,0,0,0.22884799761288976,0,0
covid_hosp/train/0/6adaad70-4f68-478b-b489-6824830a7688.png_000,1,0.0031065590554628653,1,7,0.2146148013018343,1,7,9.177706979435207e-05,1,7,5,3,3,5,0.05012176516209621,1,7
covid_hosp/train/0/6adaad70-4f68-478b-b489-6824830a7688.png_001,0,1.9940935470602477,0,0,0.7600542511668507,0,0,1.9921544416087582,0,0,0,0,0,0,0.24494847804394315,0,0
covid_hosp/train/0/6adca7eb-bf40-4139-9939-32f74eb64cff.png_000,1,0.0019468703897589368,0,5,0.19779874878162196,1,7,2.9019386782569434e-05,1,7,4,3,3,5,0.04728142081149722,1,7
covid_hosp/train/0/6adca7eb-bf40-4139-9939-32f74eb64cff.png_001,0,1.9957427349103596,1,2,0.8023237222090907,0,0,1.9928783489471997,0,0,1,0,0,0,0.21188058471965487,0,0
covid_hosp/train/0/6aec6632-3c25-4a22-bcdb-94f589a77653.png_000,1,0.0005521335012701467,1,7,0.18283018826736508,1,7,0.00010841524151350423,1,7,5,3,3,5,0.04472597985735305,1,7
covid_hosp/train/0/6aec6632-3c25-4a22-bcdb-94f589a77653.png_001,0,1.9999944387698698,0,0,0.9872893923666443,0,0,1.995292152502449,0,0,0,0,0,0,0.2029716336138475,0,0
covid_hosp/train/0/6aef6ac2-01b9-4742-ad26-429cc9577a1f.png_000,1,0.0006496449101099921,1,7,0.2573108038313463,1,7,0.00305114352662339,0,4,5,3,3,5,0.07693501895622712,1,7
covid_hosp/train/0/6aef6ac2-01b9-4742-ad26-429cc9577a1f.png_001,0,1.9978264413861182,0,0,0.627395034228819,0,0,1.9820165232623976,1,3,0,0,0,0,0.22977564263787165,0,0
covid_hosp/train/0/6af3135b-3425-4781-bc7c-4afb28495d69.png_000,1,0.005138721341073738,1,7,0.3346797509703564,1,7,0.0005020727379208001,1,6,5,3,3,5,0.06068694688635934,1,7
covid_hosp/train/0/6af3135b-3425-4781-bc7c-4afb28495d69.png_001,0,1.9913901496944524,0,0,0.8133973160203956,0,0,1.9897233199555862,0,1,0,0,0,0,0.20931200703222907,0,0
covid_hosp/train/0/6afbb201-ccbb-445f-b3f1-18bc1665f279.png_000,1,1.2074830026964634e-06,1,7,0.14739147190436008,1,7,0.00040704780387323947,1,5,5,3,3,5,0.07110120613910398,1,7
covid_hosp/train/0/6afbb201-ccbb-445f-b3f1-18bc1665f279.png_001,0,1.9995983643689532,0,0,0.9356102765526447,0,0,1.9965355069505408,0,2,0,0,0,0,0.17205335358964657,0,0
covid_hosp/train/0/6b0a1495-7a38-4de5-8e72-83fcfcaa678b.png_000,1,0.00011883477972873813,1,7,0.17438934068249123,1,7,0.0001193034740659682,1,6,5,3,3,5,0.08113707903093881,1,6
covid_hosp/train/0/6b0a1495-7a38-4de5-8e72-83fcfcaa678b.png_001,0,1.999895162033889,0,0,0.9263330600313775,0,0,1.9953618466861474,0,1,0,0,0,0,0.17016430265120241,0,1
covid_hosp/train/0/6b2068dd-218e-4516-a045-2f6b9a1c4752.png_000,1,4.598617600048982e-07,1,7,0.1897722143758338,1,7,0.0006793384876655484,0,6,5,3,3,5,0.12439793476596273,1,7
covid_hosp/train/0/6b2068dd-218e-4516-a045-2f6b9a1c4752.png_001,0,1.9995813257801984,0,0,0.9578150615381062,0,0,1.9971936423832335,1,1,0,0,0,0,0.22436462524295464,0,0
covid_hosp/train/0/6b32fb01-46ea-465d-a0aa-21fa8583b230.png_000,1,8.334884628535821e-05,1,7,0.24419452925783625,1,7,0.001889907284738479,1,6,5,3,3,5,0.06185690258811061,1,7
covid_hosp/train/0/6b32fb01-46ea-465d-a0aa-21fa8583b230.png_001,0,1.9990838671596731,0,0,0.8223616463624992,0,0,1.985023204234468,0,1,0,0,0,0,0.17565953937315304,0,0
covid_hosp/train/0/6b34ebbb-9d4b-4227-9bfe-86fd9735f786.png_000,1,0.0016604235113661936,1,7,0.23568106093793395,1,7,0.00043171945514208776,1,6,5,3,3,5,0.058089743287133566,1,7
covid_hosp/train/0/6b34ebbb-9d4b-4227-9bfe-86fd9735f786.png_001,0,1.996171539703226,0,0,0.7655393855919179,0,0,1.9900501817117162,0,1,0,0,0,0,0.20553390554341588,0,0
covid_hosp/train/0/6b36b729-a050-42b7-afdf-47aefddd81c1.png_000,1,0.0004238773080432745,1,7,0.16346593010814692,1,7,0.0008891919015688865,1,5,4,3,3,5,0.0567513365018576,1,7
covid_hosp/train/0/6b36b729-a050-42b7-afdf-47aefddd81c1.png_001,0,1.9999996959942792,0,0,0.8364515037846745,0,0,1.9881697229759143,0,2,1,0,0,0,0.16850111475436536,0,0
covid_hosp/train/0/6b4bdb62-26f2-49c3-8177-7b9081b007df.png_000,1,6.611840541526082e-05,1,7,0.3441211510386215,1,7,0.00038137711127228524,1,7,5,3,3,5,0.06386891940799311,1,7
covid_hosp/train/0/6b4bdb62-26f2-49c3-8177-7b9081b007df.png_001,0,1.999830770483812,0,0,1.0865580412644082,0,0,1.996459037338881,0,0,0,0,0,0,0.18891502244690317,0,0
covid_hosp/train/0/A-0-02.jpg_000,1,0.001646236595620243,1,6,0.39515500102465184,1,7,2.1645101111467113e-07,1,7,5,3,3,5,0.12274348142269353,1,7
covid_hosp/train/0/A-0-02.jpg_001,0,1.9996221477468432,0,1,0.6962963035788905,0,0,1.9936835002357394,0,0,0,0,0,0,0.2295800650362676,0,0
covid_hosp/train/0/A-0-11.jpg_000,1,0.001180516076934146,1,5,0.3307138901400042,1,6,0.0027922119617893593,1,5,3,2,3,5,0.12470295076115023,1,7
covid_hosp/train/0/A-0-11.jpg_001,0,1.9969210653847889,0,2,0.6481130431348778,0,1,1.9826510075067532,0,2,2,1,0,0,0.1987753413609672,0,0
covid_hosp/train/0/A-0-17.jpg_000,1,0.015111632106688533,1,5,0.33405748488563936,1,7,0.004003762512106768,1,2,1,1,1,1,0.09957860788843087,1,7
covid_hosp/train/0/A-0-17.jpg_001,0,1.9792711368426303,0,2,0.7751315235759879,0,0,1.9798049663071071,0,5,4,2,2,4,0.24410603314056256,0,0
covid_hosp/train/0/A-0-25.jpg_000,1,0.00015024702288812808,1,7,0.3285556268328671,1,7,0.029358716507334126,0,2,1,1,3,5,0.12213023569103088,1,7
covid_hosp/train/0/A-0-25.jpg_001,0,1.998884777069518,0,0,0.9818416135666705,0,0,1.9377467270479887,1,5,4,2,0,0,0.19292706966367346,0,0
covid_hosp/train/0/A-0-30.jpg_000,1,9.38898942269839e-05,1,7,0.29337083200250236,1,7,0.0028271390707468314,1,7,5,3,3,5,0.11297941702122649,1,7
covid_hosp/train/0/A-0-30.jpg_001,0,1.9998688861734668,0,0,0.9447609244904943,0,0,1.982564426370037,0,0,0,0,0,0,0.2539271804552351,0,0
covid_hosp/train/0/A-0-33.jpg_000,1,0.0004991008678305597,1,7,0.2798766135150381,1,7,0.006335596106049612,1,3,5,3,3,5,0.11134465262509974,1,7
covid_hosp/train/0/A-0-33.jpg_001,0,1.9981099226703027,0,0,0.9106698480320143,0,0,1.9749224952230973,0,4,0,0,0,0,0.2564015371644688,0,0
covid_hosp/train/0/A-0-39.jpg_000,1,0.0020779096479667247,1,6,0.4256530916786123,1,7,2.0528285523235823e-05,1,7,3,1,2,3,0.15631209670288926,1,7
covid_hosp/train/0/A-0-39.jpg_001,0,1.9955500954523604,0,1,0.9858432729575846,0,0,1.9930218652052967,0,0,2,2,1,2,0.20954769904672654,0,0
covid_hosp/train/0/B-0-01.jpg_000,1,1.9602175142059375,1,3,0.6432059095078762,1,3,0.03347975802718606,1,3,5,3,3,4,0.18857743166810692,1,3
covid_hosp/train/0/B-0-01.jpg_001,0,0.031864000427970995,0,4,0.5614455888138022,0,4,1.9318598236661035,0,4,0,0,0,1,0.16819532428257045,0,4
covid_hosp/train/0/B-0-05.jpg_000,1,0.00022571793607450985,1,7,0.23076963707386966,1,7,0.00014426436705894385,1,7,2,1,1,1,0.1597843233789532,1,7
covid_hosp/train/0/B-0-05.jpg_001,0,1.999962592568683,0,0,0.8607039462692194,0,0,1.9955087487000012,0,0,3,2,2,4,0.22002014617453158,0,0
covid_hosp/train/0/B-0-08.jpg_000,1,0.001092655687476296,1,7,0.29867193219103827,1,7,0.00011579063738564876,1,6,5,3,3,4,0.13746740831984305,1,7
covid_hosp/train/0/B-0-08.jpg_001,0,1.9998579651610608,0,0,0.9624477826870279,0,0,1.9919443255266298,0,1,0,0,0,1,0.22766778642594798,0,0
covid_hosp/train/0/B-0-25.jpg_000,1,0.00019113942597781541,1,7,0.2617669408587453,1,7,0.00096091129718201,0,5,5,3,3,5,0.12174244170039428,1,7
covid_hosp/train/0/B-0-25.jpg_001,0,1.9999464936399405,0,0,0.9119922581080999,0,0,1.9976918928659737,1,2,0,0,0,0,0.2288750417650378,0,0
covid_hosp/train/0/B-0-27.jpg_000,1,0.0024069264816044544,1,7,0.34164335820458036,1,7,6.068300730721621e-05,1,6,5,3,3,5,0.11578713635669757,1,7
covid_hosp/train/0/B-0-27.jpg_001,0,1.9992200216845748,0,0,0.7576977845169924,0,0,1.9924677628820184,0,1,0,0,0,0,0.22062355371812492,0,0
covid_hosp/train/0/B-0-29.jpg_000,1,4.3973991207590934e-05,1,7,0.38534746271832776,1,7,0.0003990778991308508,1,5,5,3,3,5,0.12557808989333608,1,7
covid_hosp/train/0/B-0-29.jpg_001,0,1.9997894944998942,0,0,0.880843241437101,0,0,1.9902089477370464,0,2,0,0,0,0,0.21165467083631695,0,0
covid_hosp/train/0/B-0-34.jpg_000,1,0.034409408855996526,1,4,0.42730407487139477,1,5,0.6934073961745215,0,1,3,1,1,2,0.21493354666287556,1,3
covid_hosp/train/0/B-0-34.jpg_001,0,1.9729331502345664,0,3,0.6167373379124453,0,2,1.1984863010575246,1,6,2,2,2,3,0.20096519298266824,0,4
covid_hosp/train/0/B-0-40.jpg_000,1,0.0033071419598603713,1,7,0.36533023514705354,1,7,9.777630366969436e-05,1,6,5,3,3,5,0.16345491138668344,1,7
covid_hosp/train/0/B-0-40.jpg_001,0,1.998676551796016,0,0,0.9075867000554462,0,0,1.9920998634957652,0,1,0,0,0,0,0.23301751575345864,0,0
covid_hosp/train/0/B-0-43.jpg_000,1,0.001600076357886726,1,7,0.37249099616042003,1,6,0.00019675379678985028,1,7,5,3,3,5,0.1271059310285726,1,7
covid_hosp/train/0/B-0-43.jpg_001,0,1.9962634146430938,0,0,0.7492322290221728,0,1,1.995774606711092,0,0,0,0,0,0,0.19587929703050433,0,0
covid_hosp/train/0/B-0-45.jpg_000,1,0.0002967217513858422,1,6,0.29771915105997926,1,7,0.00016595998140767065,1,7,3,2,3,4,0.09346448841824417,1,7
covid_hosp/train/0/B-0-45.jpg_001,0,1.9999846780119763,0,1,0.9484776788731122,0,0,1.9915597113317178,0,0,2,1,0,1,0.254195896397726,0,0
covid_hosp/train/0/C-0-06.jpg_000,1,0.002267461441188834,1,7,0.4886459060516366,1,6,0.00017842972588966166,1,7,4,3,3,5,0.21266806086945034,1,7
covid_hosp/train/0/C-0-06.jpg_001,0,1.9992985475585772,0,0,0.8638011629763321,0,1,1.9914723513834738,0,0,1,0,0,0,0.2293572895875613,0,0
covid_hosp/train/0/C-0-07.jpg_000,1,0.004650619122989363,1,7,0.4976699738656435,1,7,0.007195984779213793,1,3,1,1,1,1,0.20834583493330172,1,7
covid_hosp/train/0/C-0-07.jpg_001,0,1.9920250055644273,0,0,0.8951150326124637,0,0,1.9732460719107427,0,4,4,2,2,4,0.1913567764553622,0,0
covid_hosp/train/0/C-0-14.jpg_000,1,0.0012032683609748407,1,5,0.484712240432567,1,7,0.0003904698777976723,0,5,4,3,2,4,0.17733382683473564,1,7
covid_hosp/train/0/C-0-14.jpg_001,0,1.9968844054565458,0,2,0.83215283480862,0,0,1.9964865053713003,1,2,1,0,1,1,0.22979938892015006,0,0
covid_hosp/train/0/C-0-15.jpg_000,1,0.007434195136571842,1,6,0.6055772394697301,1,5,2.6091726564647644e-05,1,6,5,3,3,5,0.1504522612312097,1,7
covid_hosp/train/0/C-0-15.jpg_001,0,1.988484047099554,0,1,0.6809373499810649,0,2,1.9945371116031054,0,1,0,0,0,0,0.20229806055551502,0,0
covid_hosp/train/0/C-0-21.jpg_000,1,8.269383234149608e-05,1,7,0.46724409572918124,1,7,0.004212970061778676,1,2,3,2,2,2,0.14730306595646736,1,7
covid_hosp/train/0/C-0-21.jpg_001,0,1.9990860412996232,0,0,0.7190218985579515,0,0,1.9793403503465088,0,5,2,1,1,3,0.23061141339307512,0,0
covid_hosp/train/0/C-0-42.jpg_000,1,6.4445906914345485e-06,1,6,0.5018811588868197,1,6,0.11428467170862944,0,2,4,2,3,5,0.22871507184973305,1,5
covid_hosp/train/0/C-0-42.jpg_001,0,1.9994393575188192,0,1,0.694918936835637,0,1,1.8283941526348695,1,5,1,1,0,0,0.19438243261944121,0,2
covid_hosp/train/0/D-0-06.jpg_000,1,0.0003284918417104654,1,6,0.2503181157878497,1,7,0.0007452917189414432,1,5,5,3,3,5,0.0908079448704644,1,7
covid_hosp/train/0/D-0-06.jpg_001,0,1.998458638989505,0,1,0.8718230169648186,0,0,1.988709967313528,0,2,0,0,0,0,0.27227755455052627,0,0
covid_hosp/train/0/D-0-17.jpg_000,1,0.0003764781807555906,1,7,0.2970961176048579,1,7,0.001421508925757875,0,4,5,3,3,5,0.08486139621909561,1,7
covid_hosp/train/0/D-0-17.jpg_001,0,1.9983566319587887,0,0,0.7541957405665543,0,0,1.9863979497744868,1,3,0,0,0,0,0.22409811028945925,0,0
covid_hosp/train/0/D-0-25.jpg_000,1,0.0007400535784671813,1,7,0.34448337326694267,1,7,0.00028349876061040113,1,5,5,3,3,5,0.11916666711103063,1,7
covid_hosp/train/0/D-0-25.jpg_001,0,1.9999632132292517,0,0,0.9019905611138795,0,0,1.9908190219547746,0,2,0,0,0,0,0.25120262055460885,0,0
